Employer,Title,Salary,Location,Start Date
LIVE NATION WORLDWIDE INC,SENIOR DATA SCIENTIST,"125,112","HOLLYWOOD, CA",1/1/2019
APPLE INC,DATA SCIENTIST,"125,050","CUPERTINO, CA",3/26/2018
TELENAV INC,DATA SCIENTIST,"125,050","SANTA CLARA, CA",6/1/2018
IBM CORPORATION,DATA SCIENTIST,"125,050","SAN JOSE, CA",8/10/2018
VIASAT INC,"DATA SCIENTIST, SOFTWARE SYSTEMS","125,050","SANTA CLARA, CA",7/2/2018
MACHINE ZONE INC,ML & NLP ENGINEER,"125,050","PALO ALTO, CA",8/12/2018
LINKEDIN CORPORATION,MACHINE LEARNING AND RELEVANCE ENGINEER,"125,050","SUNNYVALE, CA",8/31/2018
LINKEDIN CORPORATION,MACHINE LEARNING AND RELEVANCE ENGINEER,"125,050","SUNNYVALE, CA",9/12/2018
APPLE INC,MACHINE LEARNING ENGINEER,"125,050","SAN FRANCISCO, CA",9/5/2018
ELECTRONIC ARTS INC,DATA SCIENTIST II,"125,018","REDWOOD CITY, CA",3/29/2015
VISIBLE WORLD INC,DATA SCIENTIST,"125,008","NEW YORK, NY",8/29/2015
IBM CORPORATION,DATA SCIENTIST,"125,004","SAN FRANCISCO, CA",8/28/2018
ADS ALLIANCE DATA SYSTEMS INC,DATA SCIENCE ADVISOR,"125,000","CHICAGO, IL",2/12/2018
ADS ALLIANCE DATA SYSTEMS INC,DATA SCIENCE ADVISOR,"125,000","CHICAGO, IL",2/21/2018
CAMBIA HEALTH SOLUTIONS INC,DATA SCIENCE ENGINEER,"125,000","SEATTLE, WA",4/30/2018
UNIVERSITY OF CALIFORNIA BERKELEY,DATA SCIENCE IT ARCHITECT,"125,000","BERKELEY, CA",4/1/2018
UNIVERSITY OF CALIFORNIA BERKELEY,DATA SCIENCE IT ARCHITECT 3,"125,000","BERKELEY, CA",4/1/2017
FACEBOOK INC,DATA SCIENTIST,"125,000","MENLO PARK, CA",7/23/2018
FACEBOOK INC,DATA SCIENTIST,"125,000","MENLO PARK, CA",1/29/2018
MUFG UNION BANK NA,DATA SCIENTIST,"125,000","MONTEREY PARK, CA",2/5/2018
OPENDOOR LABS INC,DATA SCIENTIST,"125,000","SAN FRANCISCO, CA",9/7/2018
EVISORT INC,DATA SCIENTIST,"125,000","SAN FRANCISCO, CA",4/9/2018
E I DU PONT DE NEMOURS AND COMPANY,DATA SCIENTIST,"125,000","SAN FRANCISCO, CA",3/12/2018
TAPAD INC,DATA SCIENTIST,"125,000","NEW YORK, NY",8/27/2018
HOTWIRE INC,DATA SCIENTIST,"125,000","SEATTLE, WA",8/16/2018
AGILE SDE LLC,DATA SCIENTIST,"125,000","PLEASANTON, CA",9/7/2018
TRIB3COM INC,DATA SCIENTIST,"125,000","SAN FRANCISCO, CA",9/13/2018
NOODLE ANALYTICS INC,DATA SCIENTIST,"125,000","SAN FRANCISCO, CA",9/7/2018
COMET ML INC,DATA SCIENTIST,"125,000","NEW YORK, NY",5/2/2018
C3 INC,DATA SCIENTIST,"125,000","REDWOOD CITY, CA",8/3/2018
CLARA ANALYTICS,DATA SCIENTIST,"125,000","SANTA CLARA, CA",9/10/2018
LEVI STRAUSS & CO,DATA SCIENTIST,"125,000","SAN FRANCISCO, CA",10/30/2017
INSPIRE ENERGY HOLDINGS LLC,DATA SCIENTIST,"125,000","SANTA MONICA, CA",11/9/2018
PAYOFF INC,DATA SCIENTIST,"125,000","COSTA MESA, CA",9/7/2018
LYFT INC,DATA SCIENTIST,"125,000","SAN FRANCISCO, CA",10/1/2018
AMAZONCOM SERVICES INC,DATA SCIENTIST,"125,000","SUNNYVALE, CA",8/1/2018
CELECT INC,DATA SCIENTIST,"125,000","BOSTON, MA",8/2/2018
C3 INC,DATA SCIENTIST,"125,000","REDWOOD CITY, CA",8/3/2018
GODADDYCOM LLC,DATA SCIENTIST,"125,000","SUNNYVALE, CA",8/12/2018
GOFUNDME INC,DATA SCIENTIST,"125,000","SAN FRANCISCO, CA",9/6/2018
FLEXTON INC,DATA SCIENTIST,"125,000","SUNNYVALE, CA",9/6/2018
C3 INC,DATA SCIENTIST,"125,000","REDWOOD CITY, CA",8/3/2018
TAPAD INC,DATA SCIENTIST,"125,000","NEW YORK, NY",8/7/2018
NOVARTIS SERVICES INC,DATA SCIENTIST,"125,000","EAST HANOVER, NJ",12/11/2017
TRIPADVISOR LLC,DATA SCIENTIST,"125,000","NEEDHAM, MA",4/16/2018
GENERAL ELECTRIC COMPANY,DATA SCIENTIST,"125,000","SAN RAMON, CA",9/5/2018
MD INSIDER INC,DATA SCIENTIST,"125,000","SANTA MONICA, CA",8/17/2018
NOVARTIS SERVICES INC,DATA SCIENTIST,"125,000","EAST HANOVER, NJ",12/11/2017
AMAZON FULFILLMENT SERVICES INC,DATA SCIENTIST,"125,000","SUNNYVALE, CA",10/10/2017
AMGEN INC,DATA SCIENTIST,"125,000","THOUSAND OAKS, CA",9/20/2018
A MEDIUM CORPORATION,DATA SCIENTIST,"125,000","SAN FRANCISCO, CA",10/16/2017
MICROSOFT CORPORATION,DATA SCIENTIST,"125,000","REDMOND, WA",10/17/2016
MICROSOFT CORPORATION,DATA SCIENTIST,"125,000","REDMOND, WA",5/1/2017
MICROSOFT CORPORATION,DATA SCIENTIST,"125,000","REDMOND, WA",5/8/2017
MICROSOFT CORPORATION,DATA SCIENTIST,"125,000","BELLEVUE, WA",5/16/2017
UPSTART NETWORK INC,DATA SCIENTIST,"125,000","SAN CARLOS, CA",7/12/2017
FACEBOOK INC,DATA SCIENTIST,"125,000","MENLO PARK, CA",2/20/2017
LAM RESEARCH CORPORATION,DATA SCIENTIST,"125,000","FREMONT, CA",3/13/2017
UPSTART NETWORK INC,DATA SCIENTIST,"125,000","SAN CARLOS, CA",8/13/2017
GROUPON INC,DATA SCIENTIST,"125,000","PALO ALTO, CA",8/15/2017
CIRCLE INTERNET FINANCIAL INC,DATA SCIENTIST,"125,000","SAN FRANCISCO, CA",8/22/2017
FACEBOOK INC,DATA SCIENTIST,"125,000","MENLO PARK, CA",8/16/2017
XAI INC,DATA SCIENTIST,"125,000","NEW YORK, NY",8/23/2017
NOKIA USA INC,DATA SCIENTIST,"125,000","SUNNYVALE, CA",8/17/2017
DRIVER INC,DATA SCIENTIST,"125,000","SAN FRANCISCO, CA",8/31/2017
COATUE MANAGEMENT LLC,DATA SCIENTIST,"125,000","NEW YORK, NY",8/31/2017
WEST PUBLISHING CORPORATION,DATA SCIENTIST,"125,000","EAGAN, MN",9/1/2017
PLANGRID INC,DATA SCIENTIST,"125,000","SAN FRANCISCO, CA",8/22/2017
NOKIA USA INC,DATA SCIENTIST,"125,000","SUNNYVALE, CA",8/25/2017
JPMORGAN CHASE & CO,DATA SCIENTIST,"125,000","NEW YORK, NY",9/6/2017
CA INC,DATA SCIENTIST,"125,000","SAN DIEGO, CA",9/2/2017
ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,DATA SCIENTIST,"125,000","NEW YORK, NY",5/6/2017
ROTELLA CAPITAL MANAGEMENT,DATA SCIENTIST,"125,000","BELLEVUE, WA",9/8/2017
DRIVER INC,DATA SCIENTIST,"125,000","SAN FRANCISCO, CA",8/31/2017
SRS CONSULTING INC,DATA SCIENTIST,"125,000","SAN JOSE, CA",7/26/2017
CONSTRUCTION MARKET DATA GROUP LLC,DATA SCIENTIST,"125,000","NORCROSS, GA",4/14/2017
APPLE INC,DATA SCIENTIST,"125,000","CUPERTINO, CA",5/1/2017
GROUPON INC,DATA SCIENTIST,"125,000","PALO ALTO, CA",5/29/2017
WEST PUBLISHING CORPORATION,DATA SCIENTIST,"125,000","BELLEVUE, WA",10/1/2017
AMAZON WEB SERVICES INC,DATA SCIENTIST,"125,000","SUNNYVALE, CA",10/2/2017
ELEMENTUM SCM INC,DATA SCIENTIST,"125,000","MOUNTAIN VIEW, CA",10/1/2017
VECTRA NETWORKS INC,DATA SCIENTIST,"125,000","SAN JOSE, CA",8/1/2016
PALO ALTO NETWORKS INC,DATA SCIENTIST,"125,000","SANTA CLARA, CA",8/8/2016
XAD INC,DATA SCIENTIST,"125,000","MOUNTAIN VIEW, CA",8/20/2016
GLASSDOOR INC,DATA SCIENTIST,"125,000","MILL VALLEY, CA",9/5/2016
WORKDAY INC,DATA SCIENTIST,"125,000","PLEASANTON, CA",9/10/2016
ZYNGA INC,DATA SCIENTIST,"125,000","NEW YORK, NY",9/9/2016
ENTELO INC,DATA SCIENTIST,"125,000","SAN FRANCISCO, CA",7/18/2016
BALBIX INC,DATA SCIENTIST,"125,000","SAN JOSE, CA",2/17/2016
LEANPLUM INC,DATA SCIENTIST,"125,000","SAN FRANCISCO, CA",8/30/2016
MICROSOFT CORPORATION,DATA SCIENTIST,"125,000","CAMBRIDGE, MA",6/29/2016
MICROSOFT CORPORATION,DATA SCIENTIST,"125,000","SUNNYVALE, CA",7/26/2016
MICROSOFT CORPORATION,DATA SCIENTIST,"125,000","REDMOND, WA",7/26/2016
MICROSOFT CORPORATION,DATA SCIENTIST,"125,000","SUNNYVALE, CA",8/24/2016
MICROSOFT CORPORATION,DATA SCIENTIST,"125,000","REDMOND, WA",8/24/2016
MICROSOFT CORPORATION,DATA SCIENTIST,"125,000","SUNNYVALE, CA",8/27/2016
MICROSOFT CORPORATION,DATA SCIENTIST,"125,000","REDMOND, WA",9/17/2016
URBAN ENGINES INC,DATA SCIENTIST,"125,000","LOS ALTOS, CA",11/1/2015
THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"125,000","BOSTON, MA",1/18/2016
THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"125,000","BOSTON, MA",3/1/2016
COTIVITI USA LLC,DATA SCIENTIST,"125,000","ATLANTA, GA",7/11/2016
TAKT INC,DATA SCIENTIST,"125,000","SAN FRANCISCO, CA",8/29/2016
OMAZE,DATA SCIENTIST,"125,000","CULVER CITY, CA",1/29/2016
LATTICE ENGINES INC,DATA SCIENTIST,"125,000","NEW YORK, NY",9/5/2016
LEARNVEST INC LLC,DATA SCIENTIST,"125,000","NEW YORK, NY",2/15/2016
GUIDEWIRE SOFTWARE INC,DATA SCIENTIST,"125,000","FOSTER CITY, CA",1/26/2015
FACEBOOK INC,DATA SCIENTIST,"125,000","MENLO PARK, CA",7/29/2015
SLICE TECHNOLOGIES INC,DATA SCIENTIST,"125,000","PALO ALTO, CA",3/2/2015
NATIVEX HOLDINGS LLC,DATA SCIENTIST,"125,000","SAN FRANCISCO, CA",8/22/2015
OMAZE INC,DATA SCIENTIST,"125,000","VENICE, CA",9/4/2015
ROBERT BOSCH LLC,DATA SCIENTIST,"125,000","PALO ALTO, CA",8/28/2015
MEOW GLOBAL NETWORKS INC,DATA SCIENTIST,"125,000","LOS ANGELES, CA",9/1/2015
HORTONWORKS INC,DATA SCIENTIST,"125,000","SANTA CLARA, CA",9/8/2015
INTEGRAL AD SCIENCE INC,DATA SCIENTIST,"125,000","NEW YORK, NY",7/1/2015
COLLECTIVE MEDIA INC,DATA SCIENTIST,"125,000","NEW YORK, NY",7/6/2015
FLURISH INC,DATA SCIENTIST,"125,000","SAN FRANCISCO, CA",8/10/2015
EVENTBRITE INC,DATA SCIENTIST,"125,000","SAN FRANCISCO, CA",8/17/2015
MICROSOFT CORPORATION,DATA SCIENTIST,"125,000","REDMOND, WA",8/24/2015
ANCESTRYCOM OPERATIONS INC,DATA SCIENTIST,"125,000","SAN FRANCISCO, CA",8/24/2015
NOPSEC INC,DATA SCIENTIST,"125,000","BROOKLYN, NY",8/10/2015
MICROSOFT CORPORATION,DATA SCIENTIST,"125,000","REDMOND, WA",9/27/2015
AIRBNB INC,DATA SCIENTIST,"125,000","SAN FRANCISCO, CA",10/26/2015
PEEL TECHNOLOGIES INC,DATA SCIENTIST,"125,000","MOUNTAIN VIEW, CA",12/16/2013
PEEL TECHNOLOGIES INC,DATA SCIENTIST,"125,000","MOUNTAIN VIEW, CA",1/1/2014
APPLE INC,DATA SCIENTIST,"125,000","CUPERTINO, CA",7/16/2014
SUMO LOGIC INC,DATA SCIENTIST,"125,000","REDWOOD CITY, CA",9/4/2014
TWITTER INC,DATA SCIENTIST,"125,000","SAN FRANCISCO, CA",9/5/2014
KRONOS INCORPORATED,DATA SCIENTIST,"125,000","CHELMSFORD, MA",4/28/2014
AIG PC GLOBAL SERVICES INC,DATA SCIENTIST,"125,000","NEW YORK, NY",7/7/2014
GROUPON INC,DATA SCIENTIST,"125,000","PALO ALTO, CA",12/6/2014
FACEBOOK INC,DATA SCIENTIST,"125,000","MENLO PARK, CA",9/15/2014
1618LABS INC,DATA SCIENTIST,"125,000","LOS ALTOS, CA",12/2/2013
EBAY INC,DATA SCIENTIST (RISK AI),"125,000","SAN JOSE, CA",8/24/2018
MICROSOFT CORPORATION,DATA SCIENTIST 2,"125,000","REDMOND, WA",3/29/2017
MICROSOFT CORPORATION,DATA SCIENTIST 2,"125,000","REDMOND, WA",10/26/2015
MICROSOFT CORPORATION,DATA SCIENTIST 2,"125,000","REDMOND, WA",12/15/2015
MICROSOFT CORPORATION,DATA SCIENTIST 2,"125,000","REDMOND, WA",4/4/2016
MICROSOFT CORPORATION,DATA SCIENTIST 2,"125,000","REDMOND, WA",7/18/2016
APPLE INC,DATA SCIENTIST 3,"125,000","CUPERTINO, CA",5/22/2017
AMERICAN FAMILY MUTUAL INSURANCE COMPANY,DATA SCIENTIST I,"125,000","CHICAGO, IL",9/9/2018
AMERICAN FAMILY MUTUAL INSURANCE COMPANY,DATA SCIENTIST I,"125,000","CHICAGO, IL",9/13/2017
AMERICAN FAMILY MUTUAL INSURANCE COMPANY,DATA SCIENTIST I,"125,000","CHICAGO, IL",9/4/2016
MEDIAMATH INC,DATA SCIENTIST II,"125,000","NEW YORK, NY",6/1/2018
GROUPON INC,DATA SCIENTIST II,"125,000","PALO ALTO, CA",8/6/2017
GROUPON INC,DATA SCIENTIST II,"125,000","PALO ALTO, CA",8/6/2017
GROUPON INC,DATA SCIENTIST II,"125,000","PALO ALTO, CA",8/10/2017
MEDIAMATH INC,DATA SCIENTIST II,"125,000","NEW YORK, NY",5/1/2017
SEARS HOLDINGS MANAGEMENT CORPORATION,DATA SCIENTIST III,"125,000","HOFFMAN ESTATES, IL",1/5/2018
SEARS HOLDINGS MANAGEMENT CORPORATION,DATA SCIENTIST IV,"125,000","HOFFMAN ESTATES, IL",2/22/2016
ALTERYX INC,"DATA SCIENTIST, ADVANCED SOLUTIONS","125,000","IRVINE, CA",5/4/2015
ALTERYX INC,"DATA SCIENTIST, ADVANCED SOLUTIONS","125,000","BOULDER, CO",5/25/2015
FACEBOOK INC,"DATA SCIENTIST, ANALYTICS","125,000","SEATTLE, WA",9/5/2017
FACEBOOK INC,"DATA SCIENTIST, ANALYTICS","125,000","MENLO PARK, CA",9/16/2016
FACEBOOK INC,"DATA SCIENTIST, ANALYTICS","125,000","MENLO PARK, CA",9/8/2014
FACEBOOK INC,"DATA SCIENTIST, ANALYTICS","125,000","MENLO PARK, CA",9/21/2014
PANERA LLC,"DATA SCIENTIST, BIG DATA ANALYTICS","125,000","SAINT LOUIS, MO",9/11/2018
UHANA INC,"DATA SCIENTIST, MOBILE RF DOMAIN","125,000","PALO ALTO, CA",9/19/2016
CYLANCE INC,DATA SCIENTIST-STAFF,"125,000","IRVINE, CA",9/12/2017
DESIGN LABORATORY INC,DATA SCIENTIST/ANALYST,"125,000","BELLEVUE, WA",10/26/2017
PAYPAL INC,ASSOCIATE DATA SCIENTIST,"125,000","SAN JOSE, CA",6/28/2018
JPMORGAN CHASE & CO,ASSOCIATE DATA SCIENTIST,"125,000","NEW YORK, NY",11/21/2016
WAL-MART ASSOCIATES INC,ASSOCIATE DATA SCIENTIST,"125,000","SUNNYVALE, CA",8/5/2016
VF OUTDOOR LLC,"ASSOCIATE DATA SCIENTIST, CONSUMER LIFECYCLE MANAGEMENT","125,000","COSTA MESA, CA",3/12/2018
CASTLIGHT HEALTH INC,SENIOR DATA SCIENCE ENGINEER,"125,000","SAN FRANCISCO, CA",9/23/2015
BRILLIO LLC,SENIOR DATA SCIENTIST,"125,000","REDMOND, WA",9/10/2018
PLUM LENDING INC,SENIOR DATA SCIENTIST,"125,000","SAN FRANCISCO, CA",12/4/2017
INTUIT INC,SENIOR DATA SCIENTIST,"125,000","SAN DIEGO, CA",2/19/2018
TATA CONSULTANCY SERVICES LIMITED,SENIOR DATA SCIENTIST,"125,000","BENTONVILLE, AR",10/9/2017
PLUM LENDING INC,SENIOR DATA SCIENTIST,"125,000","SAN FRANCISCO, CA",12/4/2017
PRECISION MEDICINE GROUP LLC,SENIOR DATA SCIENTIST,"125,000","NEW YORK, NY",9/29/2018
THE BOSTON CONSULTING GROUP INC,SENIOR DATA SCIENTIST,"125,000","BOSTON, MA",9/10/2018
THE BOSTON CONSULTING GROUP INC,SENIOR DATA SCIENTIST,"125,000","BOSTON, MA",9/10/2018
FINMASON INC,SENIOR DATA SCIENTIST,"125,000","BOSTON, MA",9/6/2018
SG ANALYTICS,SENIOR DATA SCIENTIST,"125,000","NEW YORK, NY",9/13/2018
THE BOSTON CONSULTING GROUP INC,SENIOR DATA SCIENTIST,"125,000","BOSTON, MA",11/1/2017
THE BOSTON CONSULTING GROUP INC,SENIOR DATA SCIENTIST,"125,000","BETHESDA, MD",9/10/2018
PACIFIC LIFE INSURANCE COMPANY,SENIOR DATA SCIENTIST,"125,000","NEWPORT BEACH, CA",1/15/2018
SG ANALYTICS,SENIOR DATA SCIENTIST,"125,000","NEW YORK, NY",9/13/2018
THE BOSTON CONSULTING GROUP INC,SENIOR DATA SCIENTIST,"125,000","BOSTON, MA",10/19/2018
INCEDO INC,SENIOR DATA SCIENTIST,"125,000","SPRING VALLEY, NY",9/8/2018
NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY,SENIOR DATA SCIENTIST,"125,000","NEW YORK, NY",7/9/2018
GAMELOFT INC,SENIOR DATA SCIENTIST,"125,000","SAN FRANCISCO, CA",2/27/2017
BLIZZARD ENTERTAINMENT INC,SENIOR DATA SCIENTIST,"125,000","IRVINE, CA",8/16/2017
CELGENE CORPORATION,SENIOR DATA SCIENTIST,"125,000","SUMMIT, NJ",3/27/2017
AIG EMPLOYEE SERVICES INC,SENIOR DATA SCIENTIST,"125,000","CHARLOTTE, NC",9/8/2017
VIACOM INTERNATIONAL INC,SENIOR DATA SCIENTIST,"125,000","NEW YORK, NY",9/13/2017
THE BOSTON CONSULTING GROUP INC,SENIOR DATA SCIENTIST,"125,000","BOSTON, MA",4/3/2017
THE BOSTON CONSULTING GROUP INC,SENIOR DATA SCIENTIST,"125,000","BOSTON, MA",7/17/2017
BLIZZARD ENTERTAINMENT INC,SENIOR DATA SCIENTIST,"125,000","IRVINE, CA",1/21/2016
BLIZZARD ENTERTAINMENT INC,SENIOR DATA SCIENTIST,"125,000","IRVINE, CA",9/14/2016
GUIDEWIRE SOFTWARE INC,SENIOR DATA SCIENTIST,"125,000","FOSTER CITY, CA",3/15/2016
PULSEPOINT INC,SENIOR DATA SCIENTIST,"125,000","NEW YORK, NY",1/26/2015
GENERAL ELECTRIC COMPANY - GE GLOBAL RESEARCH CENTER,SENIOR DATA SCIENTIST,"125,000","SAN RAMON, CA",9/5/2015
GENERAL ELECTRIC COMPANY - GE GLOBAL RESEARCH CENTER,SENIOR DATA SCIENTIST,"125,000","SAN RAMON, CA",9/11/2015
MARCHEX INC,SENIOR DATA SCIENTIST 1,"125,000","SEATTLE, WA",10/1/2016
INSURANCE SERVICES OFFICE INC,SR. DATA SCIENTIST,"125,000","BUFFALO GROVE, IL",1/2/2018
EXPERIAN INFORMATION SOLUTIONS INC,SR. DATA SCIENTIST,"125,000","SCHAUMBURG, IL",6/18/2018
TREDENCE INC,SR. DATA SCIENTIST,"125,000","BETHESDA, MD",5/16/2018
VUNGLE INC,SR. DATA SCIENTIST,"125,000","SAN FRANCISCO, CA",9/5/2016
SANDISK CORPORATION,SR. DATA SCIENTIST,"125,000","MILPITAS, CA",3/31/2015
GIFTCO LLC,SR. DATA SCIENTIST,"125,000","WEST HOLLYWOOD, CA",12/2/2013
ESURANCE INSURANCE SERVICES INC,LEAD DATA SCIENTIST MANAGER,"125,000","SAN FRANCISCO, CA",8/26/2014
WAL-MART ASSOCIATES INC,PRINCIPAL DATA SCIENTIST,"125,000","BENTONVILLE, AR",7/30/2018
AGGEGATE KNOWLEDGE INC,PRINCIPAL DATA SCIENTIST,"125,000","SAN MATEO, CA",12/16/2013
MICRON SEMICONDUCTOR PRODUCTS INC,MLC/TLC NAND PRODUCT LINE MANAGER,"125,000","FOLSOM, CA",9/1/2016
APPLE INC,MACHINE LEARNING ENG,"125,000","SEATTLE, WA",8/14/2017
APPLE INC,MACHINE LEARNING ENGINEER,"125,000","SEATTLE, WA",6/13/2018
DIA STYLING INC,MACHINE LEARNING ENGINEER,"125,000","NEW YORK, NY",9/1/2018
HYPER LABS INC,MACHINE LEARNING ENGINEER,"125,000","NEW YORK, NY",8/10/2017
ASAPP INC,MACHINE LEARNING ENGINEER,"125,000","NEW YORK, NY",9/5/2017
SPOTIFY USA INC,MACHINE LEARNING ENGINEER,"125,000","NEW YORK, NY",9/2/2014
ZULILY LLC,MACHINE LEARNING ENGINEER II,"125,000","SEATTLE, WA",10/1/2017
APPLE INC,"MACHINE LEARNING ENGINEER, MAPS","125,000","CUPERTINO, CA",9/5/2018
IMAGEN TECHNOLOGIES INC,MACHINE LEARNING RESEARCH ENGINEER,"125,000","NEW YORK, NY",8/11/2018
ALIGN TECHNOLOGY INC,MACHINE LEARNING RESEARCH SCIENTIST,"125,000","MORRISVILLE, NC",9/1/2018
ALIENVAULT INC,MACHINE LEARNING RESEARCHER,"125,000","AUSTIN, TX",2/21/2018
ALIENVAULT INC,MACHINE LEARNING RESEARCHER,"125,000","AUSTIN, TX",4/11/2018
GENERAL ELECTRIC COMPANY - GE GLOBAL RESEARCH CENTER,MACHINE LEARNING RESEARCHER,"125,000","SAN RAMON, CA",9/3/2015
PAYPAL INC,DATA SCIENTIST,"124,911","SAN JOSE, CA",10/9/2017
EPITEC INC,DATA SCIENTIST,"124,800","WARREN, MI",9/7/2018
EDATAFORCE CONSULTING LLC,DATA SCIENTIST,"124,800","NEW YORK, NY",9/4/2015
FOCUSKPI INC,DATA SCIENTIST,"124,800","SANTA CLARA, CA",9/23/2014
MICROSOFT CORPORATION,DATA SCIENTIST,"124,769","BELLEVUE, WA",1/25/2015
PATTERNEX INC,DATA SCIENTIST,"124,675","SAN JOSE, CA",7/24/2017
NETFLIX INC,SENIOR DATA SCIENTIST,"124,675","LOS GATOS, CA",5/1/2017
MACHINE ZONE INC,ML & NLP ENGINEER II,"124,675","PALO ALTO, CA",8/21/2017
OFFERUP INC,DATA SCIENTIST,"124,571","BELLEVUE, WA",6/15/2017
OFFERUP INC,DATA SCIENTIST,"124,571","BELLEVUE, WA",7/3/2017
VERSIUM ANALYTICS INC,SENIOR DATA SCIENTIST,"124,571","REDMOND, WA",6/12/2017
MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,DATA SCIENTIST,"124,400","NEW YORK, NY",11/6/2017
CLARI INC,DATA SCIENTIST,"124,342","SUNNYVALE, CA",8/8/2017
UPWORK INC,DATA SCIENTIST,"124,342","MOUNTAIN VIEW, CA",8/10/2017
LINKEDIN CORPORATION,DATA SCIENTIST,"124,342","SUNNYVALE, CA",8/17/2017
LINKEDIN CORPORATION,DATA SCIENTIST,"124,342","SUNNYVALE, CA",9/1/2017
ONE CONCERN INC,DATA SCIENTIST,"124,342","PALO ALTO, CA",4/1/2017
LINKEDIN CORPORATION,"DATA SCIENTIST, GROWTH ANALYTICS","124,342","SUNNYVALE, CA",9/1/2017
LINKEDIN CORPORATION,SENIOR DATA SCIENTIST,"124,342","SUNNYVALE, CA",8/30/2017
LINKEDIN CORPORATION,SENIOR DATA SCIENTIST,"124,342","MOUNTAIN VIEW, CA",7/11/2016
LINKEDIN CORPORATION,SENIOR DATA SCIENTIST - SEARCH ANALYTICS,"124,342","SUNNYVALE, CA",8/12/2017
MICROSOFT CORPORATION,DATA SCIENTIST,"124,200","BELLEVUE, WA",4/25/2018
MAXIM INTEGRATED PRODUCTS INC,SENIOR DATA SCIENTIST,"124,093","SAN JOSE, CA",8/24/2017
MICROSOFT CORPORATION,DATA SCIENTIST,"124,000","REDMOND, WA",6/19/2018
NORDSTROM INC,DATA SCIENTIST,"124,000","SEATTLE, WA",9/8/2018
SIMILITY INC,DATA SCIENTIST,"124,000","PALO ALTO, CA",7/23/2018
LYFT INC,DATA SCIENTIST,"124,000","SAN FRANCISCO, CA",12/25/2016
MICROSOFT CORPORATION,DATA SCIENTIST,"124,000","REDMOND, WA",7/19/2017
LUCID SOFTWARE INC,DATA SCIENTIST,"124,000","SOUTH JORDAN, UT",5/1/2017
MICROSOFT CORPORATION,DATA SCIENTIST,"124,000","MOUNTAIN VIEW, CA",7/1/2016
FACEBOOK INC,DATA SCIENTIST,"124,000","MENLO PARK, CA",6/4/2016
MICROSOFT CORPORATION,DATA SCIENTIST,"124,000","MOUNTAIN VIEW, CA",9/20/2015
PAYPAL INC,DATA SCIENTIST,"124,000","BOSTON, MA",6/30/2014
SHELL GLOBAL SOLUTIONS (US) INC,DATA SCIENTIST,"124,000","HOUSTON, TX",3/17/2017
MICROSOFT CORPORATION,DATA SCIENTIST 2,"124,000","REDMOND, WA",5/30/2016
IDECIMAL INC,SENIOR DATA SCIENTIST,"124,000","SAN JOSE, CA",9/17/2018
ARMOR DEFENSE INC,SENIOR DATA SCIENTIST,"124,000","RICHARDSON, TX",7/31/2017
ARMOR DEFENSE INC,SENIOR DATA SCIENTIST,"124,000","RICHARDSON, TX",8/9/2017
MICROSOFT CORPORATION,DATA SCIENTIST,"123,700","REDMOND, WA",5/7/2017
SAMSUNG SDS GLOBAL SCL AMERICA INC,DATA SCIENTIST,"123,614","SAN JOSE, CA",9/12/2018
SAMSUNG SDS AMERICA INC,DATA SCIENTIST,"123,614","SAN JOSE, CA",9/12/2018
VIACOM INTERNATIONAL INC,DATA SCIENTIST,"123,600","NEW YORK, NY",8/29/2016
STITCH FIX INC,DATA SCIENTIST,"123,594","SAN FRANCISCO, CA",8/11/2016
UBER TECHNOLOGIES INC,DATA SCIENTIST,"123,594","SAN FRANCISCO, CA",8/25/2016
STITCH FIX INC,DATA SCIENTIST,"123,594","SAN FRANCISCO, CA",4/11/2016
STITCH FIX INC,DATA SCIENTIST,"123,594","SAN FRANCISCO, CA",6/13/2016
RADIUS INTELLIGENCE INC,DATA SCIENTIST,"123,594","SAN FRANCISCO, CA",8/3/2015
SNAPCHAT INC,DATA SCIENTIST (4),"123,594","SAN FRANCISCO, CA",5/16/2016
MICROSOFT CORPORATION,DATA SCIENTIST,"123,505","REDMOND, WA",5/8/2017
MONSANTO COMPANY,DATA SCIENCE LEAD,"123,406","CHESTERFIELD, MO",1/6/2016
ALTICE MEDIA SOLUTIONS LLC,SENIOR DATA SCIENTIST,"123,353","LONG ISLAND CITY, NY",4/18/2018
INTEL CORPORATION,DATA SCIENTIST,"123,220","SANTA CLARA, CA",8/6/2017
MCAFEE LLC,DATA SCIENTIST,"123,071","SANTA CLARA, CA",9/9/2017
MCAFEE LLC,DATA SCIENTIST,"123,071","SANTA CLARA, CA",9/9/2017
INTEL CORPORATION,DATA SCIENTIST,"123,071","SANTA CLARA, CA",9/19/2017
ALTAIR PRODUCTDESIGN INC,DATA SCIENTISTS MODELING,"123,040","DEARBORN, MI",8/13/2018
EBAY INC,DATA SCIENTIST,"123,000","SAN JOSE, CA",8/12/2018
EBAY INC,DATA SCIENTIST,"123,000","SAN JOSE, CA",9/19/2018
